Arn_x,DataSetId,Name,CreatedTime,LastUpdatedTime,ImportMode,RowLevelPermissionTagConfigurationApplied,ColumnLevelPermissionRulesApplied,DataSetName,ScheduleId,Interval,DayOfWeek,DayOfMonth,Timezone,TimeOfTheDay,RefreshType,Arn_y,LastUpdatedTime_IST
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/dde0629b-1c86-40d5-80d2-a12bb98d22b5,dde0629b-1c86-40d5-80d2-a12bb98d22b5,Book Performance Redshift,2023-01-16 12:24:51.233000+00:00,2023-09-11 09:35:43.176000+00:00,SPICE,False,False,Book Performance Redshift,f33cb971-0dc5-4f88-8628-06f7511930cf,DAILY,,,Asia/Calcutta,14:50,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/dde0629b-1c86-40d5-80d2-a12bb98d22b5/refresh-schedule/f33cb971-0dc5-4f88-8628-06f7511930cf,2023-09-11 15:05:43.176000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ddfe7454-1260-4b1f-859b-06df41ba56f7,ddfe7454-1260-4b1f-859b-06df41ba56f7,Novel Episodic Reshift,2023-01-26 17:45:46.654000+00:00,2023-09-11 06:49:17.259000+00:00,SPICE,False,False,Novel Episodic Reshift,c6ab5f5b-ae2d-4f46-bd4f-cf5e849e1cad,DAILY,,,Asia/Calcutta,12:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ddfe7454-1260-4b1f-859b-06df41ba56f7/refresh-schedule/c6ab5f5b-ae2d-4f46-bd4f-cf5e849e1cad,2023-09-11 12:19:17.259000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/de225126-f06e-49b2-910d-f78605f0d4a8,de225126-f06e-49b2-910d-f78605f0d4a8,Novels Operation Content Redshift,2023-04-19 15:35:29.507000+00:00,2023-09-11 07:31:56.115000+00:00,SPICE,False,False,Novels Operation Content Redshift,8398947b-e640-4883-baa1-c70b0d95e7aa,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/de225126-f06e-49b2-910d-f78605f0d4a8/refresh-schedule/8398947b-e640-4883-baa1-c70b0d95e7aa,2023-09-11 13:01:56.115000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ded0c820-ade2-4a09-b02f-38f63c4a1855,ded0c820-ade2-4a09-b02f-38f63c4a1855,Author Latest Publishing Data,2023-09-05 10:20:28.121000+00:00,2023-09-11 04:41:07.834000+00:00,SPICE,False,False,Author Latest Publishing Data,13c87f9b-cd7b-47be-b2dd-2ee8b79830f1,DAILY,,,Asia/Calcutta,10:10,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ded0c820-ade2-4a09-b02f-38f63c4a1855/refresh-schedule/13c87f9b-cd7b-47be-b2dd-2ee8b79830f1,2023-09-11 10:11:07.834000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e00ccd2d-1e88-460e-ba8d-3e393d1a502c,e00ccd2d-1e88-460e-ba8d-3e393d1a502c,Median Coins Spent Per Week Post Activation Novels,2023-04-26 20:28:07.110000+00:00,2023-09-10 11:06:31.794000+00:00,SPICE,False,False,Median Coins Spent Per Week Post Activation Novels,7a4c67d6-b64d-448b-b4d3-23539006fd3f,WEEKLY,SUNDAY,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e00ccd2d-1e88-460e-ba8d-3e393d1a502c/refresh-schedule/7a4c67d6-b64d-448b-b4d3-23539006fd3f,2023-09-10 16:36:31.794000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e03ac593-7269-4052-bc4b-6d2166cbb02e,e03ac593-7269-4052-bc4b-6d2166cbb02e,DAU WAU MAU Writers Publish,2023-08-08 06:48:46.752000+00:00,2023-09-11 11:05:28.713000+00:00,SPICE,False,False,DAU WAU MAU Writers Publish,d33bbbb4-4daa-41ff-a70b-10b0bb507cdd,DAILY,,,Asia/Calcutta,16:35,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e03ac593-7269-4052-bc4b-6d2166cbb02e/refresh-schedule/d33bbbb4-4daa-41ff-a70b-10b0bb507cdd,2023-09-11 16:35:28.713000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e05636f4-08a0-4782-b7e7-e401908b3706,e05636f4-08a0-4782-b7e7-e401908b3706,ios_notif_install_cohort,2023-03-16 11:51:55.800000+00:00,2023-09-10 14:53:17.392000+00:00,SPICE,False,False,ios_notif_install_cohort,70a82be9-06f1-43a7-a03d-eeedf29f4498,WEEKLY,SUNDAY,,Asia/Calcutta,20:15,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e05636f4-08a0-4782-b7e7-e401908b3706/refresh-schedule/70a82be9-06f1-43a7-a03d-eeedf29f4498,2023-09-10 20:23:17.392000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e067d518-1e14-42cb-9fe1-21d2154d1f60,e067d518-1e14-42cb-9fe1-21d2154d1f60,Flipkart_Coupons_Users_data_redshift,2023-05-08 15:53:11.085000+00:00,2023-09-09 09:34:30.336000+00:00,SPICE,False,False,Flipkart_Coupons_Users_data_redshift,0102bc11-cb13-4db5-b904-37a2e440041d,WEEKLY,SATURDAY,,Asia/Calcutta,15:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e067d518-1e14-42cb-9fe1-21d2154d1f60/refresh-schedule/0102bc11-cb13-4db5-b904-37a2e440041d,2023-09-09 15:04:30.336000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e076012b-71e9-4db9-951d-7bd0633d5d8a,e076012b-71e9-4db9-951d-7bd0633d5d8a,Playtime Book Redshift,2023-04-04 12:26:55.142000+00:00,2023-09-11 08:34:00.221000+00:00,SPICE,False,False,Playtime Book Redshift,7b87d2fe-e053-4e45-b704-78522ee3fa9d,DAILY,,,Asia/Calcutta,13:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e076012b-71e9-4db9-951d-7bd0633d5d8a/refresh-schedule/7b87d2fe-e053-4e45-b704-78522ee3fa9d,2023-09-11 14:04:00.221000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e1e2935b-623a-4713-8b0b-578ab553714f,e1e2935b-623a-4713-8b0b-578ab553714f,Transactions experiments A_B Android,2023-08-17 14:49:23.424000+00:00,2023-09-11 09:58:08.392000+00:00,SPICE,False,False,Transactions experiments A_B Android,9ae40b55-9d06-4c10-861f-f2f4c959293e,DAILY,,,Asia/Calcutta,13:53,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e1e2935b-623a-4713-8b0b-578ab553714f/refresh-schedule/9ae40b55-9d06-4c10-861f-f2f4c959293e,2023-09-11 15:28:08.392000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e206359e-cd41-4e76-b939-47f909dc4468,e206359e-cd41-4e76-b939-47f909dc4468,email_id_verification,2023-05-18 12:41:50.198000+00:00,2023-09-10 04:34:12.445000+00:00,SPICE,False,False,email_id_verification,d22301d2-9204-4d39-9e31-6f5aa3283bdc,WEEKLY,SUNDAY,,Asia/Calcutta,10:03,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e206359e-cd41-4e76-b939-47f909dc4468/refresh-schedule/d22301d2-9204-4d39-9e31-6f5aa3283bdc,2023-09-10 10:04:12.445000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e2997e59-1c2b-41df-aac2-c8f11e7756a8,e2997e59-1c2b-41df-aac2-c8f11e7756a8,Series first paying users date wise_RedShift,2023-03-24 07:29:52.738000+00:00,2023-09-11 10:13:36.237000+00:00,SPICE,False,False,Series first paying users date wise_RedShift,13b2168a-7d01-4a7f-9488-1ce722cff861,DAILY,,,Asia/Calcutta,15:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e2997e59-1c2b-41df-aac2-c8f11e7756a8/refresh-schedule/13b2168a-7d01-4a7f-9488-1ce722cff861,2023-09-11 15:43:36.237000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e31f75f9-8e6a-409f-a72e-f6033d0a12ff,e31f75f9-8e6a-409f-a72e-f6033d0a12ff,WBP Drop Off %Comletion Raw,2023-04-03 11:54:00.974000+00:00,2023-09-11 11:32:19.421000+00:00,SPICE,False,False,WBP Drop Off %Comletion Raw,64dd9f3d-07d7-4259-a607-65b6fdfc05b9,DAILY,,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e31f75f9-8e6a-409f-a72e-f6033d0a12ff/refresh-schedule/64dd9f3d-07d7-4259-a607-65b6fdfc05b9,2023-09-11 17:02:19.421000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e452031f-92b6-45c5-986b-1b98bc8b2a72,e452031f-92b6-45c5-986b-1b98bc8b2a72,DAU WAU MAU Books,2023-08-08 09:28:07.181000+00:00,2023-09-11 11:06:07.597000+00:00,SPICE,False,False,DAU WAU MAU Books,66f32779-b29b-4460-9fa6-248ab39eaa1c,DAILY,,,Asia/Calcutta,16:35,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e452031f-92b6-45c5-986b-1b98bc8b2a72/refresh-schedule/66f32779-b29b-4460-9fa6-248ab39eaa1c,2023-09-11 16:36:07.597000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e4fb47ce-f685-4670-a058-988377374e78,e4fb47ce-f685-4670-a058-988377374e78,Coin Revenue and Buyer Segmentation [redshift],2023-03-24 15:37:11.594000+00:00,2023-09-11 07:55:29.794000+00:00,SPICE,False,False,Coin Revenue and Buyer Segmentation [redshift],539dd973-e4e7-4bbf-acc6-826bfaaac3ff,DAILY,,,Asia/Calcutta,13:22,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e4fb47ce-f685-4670-a058-988377374e78/refresh-schedule/539dd973-e4e7-4bbf-acc6-826bfaaac3ff,2023-09-11 13:25:29.794000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e55a98ef-b52b-4050-8b37-6429ca908db0,e55a98ef-b52b-4050-8b37-6429ca908db0,Novel Fast Pass Revenue Share,2023-05-29 11:40:51.920000+00:00,2023-09-10 20:31:45.487000+00:00,SPICE,False,False,Novel Fast Pass Revenue Share,b9f8acf3-4536-4782-b24b-e685d4d91a43,DAILY,,,Asia/Calcutta,01:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e55a98ef-b52b-4050-8b37-6429ca908db0/refresh-schedule/b9f8acf3-4536-4782-b24b-e685d4d91a43,2023-09-11 02:01:45.487000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e59c577e-f615-4df7-a231-cdcfb8004c72,e59c577e-f615-4df7-a231-cdcfb8004c72,im_show_duration_anaysis_redshift,2023-03-21 15:05:03.139000+00:00,2023-09-11 08:22:37.309000+00:00,SPICE,False,False,im_show_duration_anaysis_redshift,057e0b2f-2394-4b75-b611-ed8375f5477e,WEEKLY,THURSDAY,,Asia/Calcutta,12:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e59c577e-f615-4df7-a231-cdcfb8004c72/refresh-schedule/057e0b2f-2394-4b75-b611-ed8375f5477e,2023-09-11 13:52:37.309000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e59c577e-f615-4df7-a231-cdcfb8004c72,e59c577e-f615-4df7-a231-cdcfb8004c72,im_show_duration_anaysis_redshift,2023-03-21 15:05:03.139000+00:00,2023-09-11 08:22:37.309000+00:00,SPICE,False,False,im_show_duration_anaysis_redshift,d7c2f8ca-0a08-464c-9427-1cb158f2a72f,WEEKLY,MONDAY,,Asia/Calcutta,12:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e59c577e-f615-4df7-a231-cdcfb8004c72/refresh-schedule/d7c2f8ca-0a08-464c-9427-1cb158f2a72f,2023-09-11 13:52:37.309000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e6189202-8ca7-4cad-943d-5bf4ec201c8b,e6189202-8ca7-4cad-943d-5bf4ec201c8b,wau_proxy_ios,2023-06-15 07:59:14.231000+00:00,2023-09-11 04:53:58.243000+00:00,SPICE,False,False,wau_proxy_ios,40de48a6-a06b-4c5d-a6e4-a0742347afc8,DAILY,,,Asia/Calcutta,10:21,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e6189202-8ca7-4cad-943d-5bf4ec201c8b/refresh-schedule/40de48a6-a06b-4c5d-a6e4-a0742347afc8,2023-09-11 10:23:58.243000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e6275f6a-2cd4-4c80-803e-e5b221af3385,e6275f6a-2cd4-4c80-803e-e5b221af3385,Rdau Eng,2023-03-13 14:07:45.887000+00:00,2023-09-11 10:32:13.839000+00:00,SPICE,False,False,Rdau Eng,fb807e32-9f6e-4756-b63f-3288f9b5bbd5,DAILY,,,Asia/Calcutta,15:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e6275f6a-2cd4-4c80-803e-e5b221af3385/refresh-schedule/fb807e32-9f6e-4756-b63f-3288f9b5bbd5,2023-09-11 16:02:13.839000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e6ef58b5-5caf-403b-b796-afbb1af18496,e6ef58b5-5caf-403b-b796-afbb1af18496,Episode and Chapter Updated Stage Data_RedShift,2023-04-18 08:36:52.626000+00:00,2023-09-11 09:31:32.059000+00:00,SPICE,False,False,Episode and Chapter Updated Stage Data_RedShift,297ad28a-c941-4769-86d7-8273edf40ce7,DAILY,,,Asia/Calcutta,15:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e6ef58b5-5caf-403b-b796-afbb1af18496/refresh-schedule/297ad28a-c941-4769-86d7-8273edf40ce7,2023-09-11 15:01:32.059000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e70dca42-7028-49f2-aa8d-0c25ffac46ab,e70dca42-7028-49f2-aa8d-0c25ffac46ab,Table Tracker Revenue Share Story Redshift,2023-04-16 15:52:04.003000+00:00,2023-09-11 10:00:53.616000+00:00,SPICE,False,False,Table Tracker Revenue Share Story Redshift,34093f9b-b68e-48fb-a6f9-060d4047d06f,DAILY,,,Asia/Calcutta,15:30,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e70dca42-7028-49f2-aa8d-0c25ffac46ab/refresh-schedule/34093f9b-b68e-48fb-a6f9-060d4047d06f,2023-09-11 15:30:53.616000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e77e7481-c971-4a5d-b12f-4318cbae5822,e77e7481-c971-4a5d-b12f-4318cbae5822,Secondary Show Discounting View 1,2023-07-21 09:44:47.414000+00:00,2023-09-11 09:23:02.207000+00:00,SPICE,False,False,Secondary Show Discounting View 1,35e3e42c-a939-40cc-b413-784c6bda74dd,DAILY,,,Asia/Calcutta,13:15,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e77e7481-c971-4a5d-b12f-4318cbae5822/refresh-schedule/35e3e42c-a939-40cc-b413-784c6bda74dd,2023-09-11 14:53:02.207000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e7c7f416-85db-4c83-a320-e95dd3953698,e7c7f416-85db-4c83-a320-e95dd3953698,Subscription Engagement Metrics Automated(subs+ppv),2023-08-03 10:00:36.669000+00:00,2023-09-11 08:04:46.575000+00:00,SPICE,False,False,Subscription Engagement Metrics Automated(subs+ppv),8f24e732-c148-4038-b59f-6ce895214636,DAILY,,,Asia/Calcutta,13:20,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e7c7f416-85db-4c83-a320-e95dd3953698/refresh-schedule/8f24e732-c148-4038-b59f-6ce895214636,2023-09-11 13:34:46.575000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e812daf0-7267-43b5-9eb1-6b30e705328d,e812daf0-7267-43b5-9eb1-6b30e705328d,Novel Monthly Publishing post WBP,2023-06-22 10:18:34.746000+00:00,2023-09-11 11:06:23.435000+00:00,SPICE,False,False,Novel Monthly Publishing post WBP,9b585222-1c02-45bd-9a8c-4c9d8932eab8,DAILY,,,Asia/Calcutta,16:32,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e812daf0-7267-43b5-9eb1-6b30e705328d/refresh-schedule/9b585222-1c02-45bd-9a8c-4c9d8932eab8,2023-09-11 16:36:23.435000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e863f424-5161-4bc7-9b29-eb54ed59ed17,e863f424-5161-4bc7-9b29-eb54ed59ed17,moengage_notification_date_level_data,2023-06-19 13:09:55.551000+00:00,2023-09-11 04:55:35.846000+00:00,SPICE,False,False,moengage_notification_date_level_data,0cf2360a-74bd-4361-be06-60dfc0b19930,DAILY,,,Asia/Calcutta,10:10,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e863f424-5161-4bc7-9b29-eb54ed59ed17/refresh-schedule/0cf2360a-74bd-4361-be06-60dfc0b19930,2023-09-11 10:25:35.846000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e8f7d959-24ee-4bdc-98c3-bac617e62f3b,e8f7d959-24ee-4bdc-98c3-bac617e62f3b,Dn wise % Coins Burned on Credit Date Cohort,2023-07-26 10:17:40.582000+00:00,2023-09-11 10:28:46.406000+00:00,SPICE,False,False,Dn wise % Coins Burned on Credit Date Cohort,3697b844-ae2f-455c-b89d-fc8dcd09db5e,DAILY,,,Asia/Calcutta,15:45,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e8f7d959-24ee-4bdc-98c3-bac617e62f3b/refresh-schedule/3697b844-ae2f-455c-b89d-fc8dcd09db5e,2023-09-11 15:58:46.406000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e923ebba-0733-42fc-9cf2-5d3923cdd88e,e923ebba-0733-42fc-9cf2-5d3923cdd88e,Future Schedule Data at CHP level Novels,2023-04-24 14:21:17.394000+00:00,2023-09-11 10:32:06.185000+00:00,SPICE,False,False,Future Schedule Data at CHP level Novels,6e1c4cd2-7202-491e-93c6-631f8fa1bb11,DAILY,,,Asia/Calcutta,15:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e923ebba-0733-42fc-9cf2-5d3923cdd88e/refresh-schedule/6e1c4cd2-7202-491e-93c6-631f8fa1bb11,2023-09-11 16:02:06.185000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e9a1b657-da04-45ab-9298-c89e38d9cf7c,e9a1b657-da04-45ab-9298-c89e38d9cf7c,Chapter Unlock Info Redshift,2023-04-04 14:08:35.064000+00:00,2023-09-11 11:22:26.721000+00:00,SPICE,False,False,Chapter Unlock Info Redshift,1c744838-81c5-45fe-a846-55618e5f6871,DAILY,,,Asia/Calcutta,16:50,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/e9a1b657-da04-45ab-9298-c89e38d9cf7c/refresh-schedule/1c744838-81c5-45fe-a846-55618e5f6871,2023-09-11 16:52:26.721000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ea704e41-99cc-47b4-aa33-51be01305ed9,ea704e41-99cc-47b4-aa33-51be01305ed9,FOR MIS - Monthly Content engagement retention (Redshift),2023-04-11 09:11:47.853000+00:00,2023-09-01 07:12:18.491000+00:00,SPICE,False,False,FOR MIS - Monthly Content engagement retention (Redshift),8c676b68-f4cf-4ef7-953b-c4ddecbea925,MONTHLY,,1,Asia/Calcutta,11:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ea704e41-99cc-47b4-aa33-51be01305ed9/refresh-schedule/8c676b68-f4cf-4ef7-953b-c4ddecbea925,2023-09-01 12:42:18.491000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ea8f809d-2457-4905-8c03-9a4076356496,ea8f809d-2457-4905-8c03-9a4076356496,Secondary Show Discounting - Coins sunk on Primary & Secondary Show,2023-07-12 12:58:27.288000+00:00,2023-09-11 09:00:11.528000+00:00,SPICE,False,False,Secondary Show Discounting - Coins sunk on Primary & Secondary Show,76032539-c474-44c5-927f-78cba62fec66,DAILY,,,Asia/Calcutta,13:15,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ea8f809d-2457-4905-8c03-9a4076356496/refresh-schedule/76032539-c474-44c5-927f-78cba62fec66,2023-09-11 14:30:11.528000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb1ab902-515f-47e1-a396-ff83eb762523,eb1ab902-515f-47e1-a396-ff83eb762523,Last Instance Spend Churn return Novels,2023-04-25 14:14:47.828000+00:00,2023-09-11 11:43:21.904000+00:00,SPICE,False,False,Last Instance Spend Churn return Novels,84a91583-b0fe-4020-a525-100d419d9270,WEEKLY,MONDAY,,Asia/Calcutta,16:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb1ab902-515f-47e1-a396-ff83eb762523/refresh-schedule/84a91583-b0fe-4020-a525-100d419d9270,2023-09-11 17:13:21.904000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb643b34-8f22-4ca8-8ae0-dd5754c8ce94,eb643b34-8f22-4ca8-8ae0-dd5754c8ce94,Web Transactions - Source level,2023-08-23 15:33:13.673000+00:00,2023-09-11 10:33:10.804000+00:00,SPICE,False,False,Web Transactions - Source level,cea0d5f7-ff46-467e-8ea0-1b2549e0a79f,DAILY,,,Asia/Calcutta,10:43,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb643b34-8f22-4ca8-8ae0-dd5754c8ce94/refresh-schedule/cea0d5f7-ff46-467e-8ea0-1b2549e0a79f,2023-09-11 16:03:10.804000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ebca5fd1-7612-4544-9c86-bd623fddfd01,ebca5fd1-7612-4544-9c86-bd623fddfd01,Active Writer Tracker- WBP Base (Weekly View) Redshift,2023-03-22 18:13:24.145000+00:00,2023-09-10 12:39:13.194000+00:00,SPICE,False,False,Active Writer Tracker- WBP Base (Weekly View) Redshift,d5eb23fc-10a5-47cc-a352-42497ce0dbb9,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ebca5fd1-7612-4544-9c86-bd623fddfd01/refresh-schedule/d5eb23fc-10a5-47cc-a352-42497ce0dbb9,2023-09-10 18:09:13.194000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec103f23-9455-4fa6-b236-3e1933c68e99,ec103f23-9455-4fa6-b236-3e1933c68e99,Novels Cost Recovery Whales and Super Whales Redshift,2023-04-13 19:00:43.062000+00:00,2023-09-11 10:22:28.835000+00:00,SPICE,False,False,Novels Cost Recovery Whales and Super Whales Redshift,89d7a3f3-eef7-41b7-be78-6b94e83bbc6c,DAILY,,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec103f23-9455-4fa6-b236-3e1933c68e99/refresh-schedule/89d7a3f3-eef7-41b7-be78-6b94e83bbc6c,2023-09-11 15:52:28.835000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec6342b4-14a6-40ca-97e1-8bb2b9e02d26,ec6342b4-14a6-40ca-97e1-8bb2b9e02d26,Novels Daily Transactions by Plans Redshift,2023-04-16 18:46:18.458000+00:00,2023-09-11 09:18:09.331000+00:00,SPICE,False,False,Novels Daily Transactions by Plans Redshift,709fa18a-e75d-46d6-8450-5b1870d5ea04,DAILY,,,Asia/Calcutta,14:45,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec6342b4-14a6-40ca-97e1-8bb2b9e02d26/refresh-schedule/709fa18a-e75d-46d6-8450-5b1870d5ea04,2023-09-11 14:48:09.331000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ecea3558-3928-4940-9fde-64360983b6c9,ecea3558-3928-4940-9fde-64360983b6c9,Novels Monthly Retention Standardised Redshift,2023-04-03 10:44:40.047000+00:00,2023-09-11 07:37:18.758000+00:00,SPICE,False,False,Novels Monthly Retention Standardised Redshift,44285e1e-f2b7-4cd1-81e5-1386402bc2f5,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ecea3558-3928-4940-9fde-64360983b6c9/refresh-schedule/44285e1e-f2b7-4cd1-81e5-1386402bc2f5,2023-09-11 13:07:18.758000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed2916c1-e853-4f1a-89de-9eafb2581787,ed2916c1-e853-4f1a-89de-9eafb2581787,MAU X Gender X Language,2021-10-11 11:53:56.873000+00:00,2023-08-31 18:32:23.298000+00:00,SPICE,False,False,MAU X Gender X Language,cd3c17cf-0841-4eb3-8cbd-547c85101d45,MONTHLY,,LAST_DAY_OF_MONTH,Asia/Kolkata,23:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed2916c1-e853-4f1a-89de-9eafb2581787/refresh-schedule/cd3c17cf-0841-4eb3-8cbd-547c85101d45,2023-09-01 00:02:23.298000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed4d3f71-e3c5-4c90-924c-8ea68d9bd3a7,ed4d3f71-e3c5-4c90-924c-8ea68d9bd3a7,Rdau Eng Catalog Tags,2023-03-16 13:09:13.613000+00:00,2023-09-11 10:34:51.221000+00:00,SPICE,False,False,Rdau Eng Catalog Tags,9e6afaa1-7f5a-4991-a5ac-fa0c255512dd,DAILY,,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed4d3f71-e3c5-4c90-924c-8ea68d9bd3a7/refresh-schedule/9e6afaa1-7f5a-4991-a5ac-fa0c255512dd,2023-09-11 16:04:51.221000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed775729-a588-4719-97cc-c31fd7f413ea,ed775729-a588-4719-97cc-c31fd7f413ea,Free Show Exp Engagement Metrics Automated - redshift,2023-08-14 06:54:55.363000+00:00,2023-09-11 09:54:33.262000+00:00,SPICE,False,False,Free Show Exp Engagement Metrics Automated - redshift,9d933367-fea9-42d9-85af-925bb2c32fd3,DAILY,,,Asia/Calcutta,13:23,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed775729-a588-4719-97cc-c31fd7f413ea/refresh-schedule/9d933367-fea9-42d9-85af-925bb2c32fd3,2023-09-11 15:24:33.262000+00:00
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed84748f-68d3-4c38-b1c5-ce67c9d8b2e4,ed84748f-68d3-4c38-b1c5-ce67c9d8b2e4,WBP Rolling Books Trend Redshift,2023-03-23 12:35:00.475000+00:00,2023-09-11 09:30:22.452000+00:00,SPICE,False,False,WBP Rolling Books Trend Redshift,82eaac02-acd6-41a9-b134-901587fb7f59,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed84748f-68d3-4c38-b1c5-ce67c9d8b2e4/refresh-schedule/82eaac02-acd6-41a9-b134-901587fb7f59,2023-09-11 15:00:22.452000+00:00
